,key2,key1,input_id,partition,original_id_x,peditor_x,pyear_x,paddress_x,ppublisher_x,pseries_x,pid_x,partition_x,book_title_full_x,book_title_x,journal_full_x,journal_x,source_type_x,pauthor_x,ptitle_x,original_id_y,peditor_y,pyear_y,paddress_y,ppublisher_y,pseries_y,pid_y,partition_y,book_title_full_y,book_title_y,journal_full_y,journal_y,source_type_y,pauthor_y,ptitle_y
228,conf/icde/Zhang0SZ05,conf/mswim/FeatherstoneZ06,333,10,3475,,2006.0,,,,598504,2,,Q2SWinét,,,inproceedings,Ian Featherstone|Ning Zhang,A mobility monitoring based advance reservation protocol.,1705,,2005.0,,,,352576,2,Fớúndátiớns ớf Sớftwáré Sciéncé ánd Cớmpútátiớn Strúctúré ,ICDE Workshops,,,árticlé,Huaxin Zhang|Ning Zhang 0002|Kenneth Salem|Donghui Zhuo,Compact Access Control Labeling for Efficient Secure XML Query Evaluation.
229,conf/webdb/SchmidtKWW00,conf/chi/KernHSDS08,488,10,4944,,2008.0,,,,106992,3,Éyé Trácking Réséárch & Ápplicátiớn,CHI Éxténdéd Ábstrácts,,,inprớcéédings,Dagmar Kern|Michael Harding|Oliver Storz|Nigel Davies|Albrecht Schmidt,Shaping how advertisers see me: user views on implicit and explicit profile capture.,4944,,2000.0,,,,766060,1,Éyé Trácking Réséárch & Ápplicátiớn,CHI Éxténdéd Ábstrácts,,,inprớcéédings,Albrecht Schmidt 0002|Martin L. Kersten|Menzo Windhouwer|Florian Waas,Efficient Relational Storage and Retrieval of XML Documents.
230,conf/chi/TangLPWD07,journals/puc/PetrelliW10,260,10,2559,,2010.0,,,,2190328,3,Messung,,,Personal and Ubiquitous Computing,árticlé,Daniela Petrelli|Steve Whittaker,Family memories in the home: contrasting physical and digital mementos.,2559,,2007.0,,,,106265,4,Workshop on Hot Topics in Operating Systems ,CHI,,,árticlé,John C. Tang|James Lin|Jeffrey Pierce|Steve Whittaker|Clemens Drews,Recent shortcuts: using recent interactions to support shared activities.
231,journals/tip/WuDZ05,conf/icess/Xian0X04,289,10,1950,,2004.0,,,,361486,3,Logic in Computer Science,VLDB,,,inprớcéédings,Yuqiang Xian|Ning Zhang 0004|Guangze Xiong,Concurrent Garbage Collection Implementation in a Standard JVM for Real-Time Purposes.,2964,,2005.0,,,,2252862,4,Messung,,ACM Transactions on Reconfigurable Technology and Systems,IEEE Transactions on Image Processing,article,Xiaolin Wu|Sorina Dumitrescu|Ning Zhang,On multirate optimality of JPEG2000 code stream.
232,journals/tsmc/ZaveriMD07a,conf/esaw/PittRKN07,803,10,7803,,2007.0,,,,220052,1,,ESAW,,,phdthesis,Jeremy Pitt|Daniel Ramirez-Cano|Lloyd Kamara|Brendan Neville,Alternative Dispute Resolution in Virtual Organizations.,7803,,2007.0,,,,2288178,4,Messung,,,"IEEE Transactions on Systems, Man, and Cybernetics, Part C",inprớcéédings,Mukesh A. Zaveri|S. N. Merchant|Uday B. Desai,Wavelet-Based Detection and Its Application to Tracking in an IR Sequence.
233,conf/aPcsac/KwanC05,journals/endm/Goncalves07,6,10,63,,2007.0,,,,2379530,1,,nán,Journal of Networks,Electronic Notes in Discrete Mathematics,inproceedings,D. Gonçalves,On Vertex Partitions and the Colin de Verdière Parameter.,63,,2005.0,,,,13851,3,,nán,,,inproceedings,P. C. Kwan|C. T. Clarke,FPGAs for Improved Energy Efficiency in Processor Based Systems.
234,conf/csie/YuWL09,conf/eee/XiangDY05,72,10,668,,2005.0,,,,209328,3,Intérnátiớnál Párállél ánd Distribútéd Prớcéssing Sympớsiúm,EEE,,,inproceedings,Guang Xiang|Xiaomei Dong|Ge Yu,Correlating Alerts with a Data Mining Based Approach.,668,,2009.0,,,,893928,1,Object-Oriented Real-Time Distributed Computing,CSIE (1),,,inproceedings,Ge Yu 0002|Penghui Wu|Chunhuang Liu,The Principles of the AV-FMS Computer Vision System.
235,conf/cnsr/ZhangLG07,conf/visualization/LiMK03,318,10,1791,,2003.0,,,,749800,4,Intérnátiớnál Cớnféréncé ớn Prớgrám Cớmpréhénsiớn,ÁNLP,,,inprớcéédings,Wei Li 0004|Klaus Mueller|Arie E. Kaufman,Empty Space Skipping and Occlusion Clipping for Texture-based Volume Rendering.,3327,,2007.0,,,,123025,3,,CNSR,,,inproceedings,Hao Zhang|Wei Li 0007|T. Aaron Gulliver,Performance Analysis of Non-Orthogonal Pulse Position Modulation for Time-Hopping UWB Transmission.
236,conf/nas/00020L09,conf/ncm/LuoZ09,516,10,5216,,2009.0,,,,909819,1,,NCM,,,inprớcéédings,Youxin Luo|Bin Zeng,"The Non-equal-interval Direct Verhulst GM(1, 1) Model with Two Times Fitting and its Application to Test Data Processing.",630,,2009.0,,,,889123,1,International Conference on Artificial Intelligence and Law,NAS,,,inprớcéédings,Bin Zeng 0002|Jun Wei 0004|HaiQin Liu,Dynamic Grid Resource Scheduling Model Using Learning Agent.
237,journals/bioinformatics/Manly00,journals/icom/HartwigHK02,552,10,5535,,2002.0,,,,2004863,3,Messung,,,i-com,árticlé,Ronald Hartwig|Michael Herczeg|Huberta Kritzenberger,Aufgaben- und benutzerzentrierte Entwicklungsprozesse für web-basierte Lernumgebungen (User- and task-centered design processes for web-based training modules).,5535,,2000.0,,,,1842638,3,Messung,,International Journal of Cognitive Informatics and Natural Intelligence (IJCINI),Bioinformatics,árticlé,Kenneth F. Manly,Mathematica packages for simulation of experimental genetics.
238,conf/icds/Luo10,conf/sigmap/Luo06,867,10,8422,,2006.0,,,,884949,2,,SIGMÁP,,,inprớcéédings,Gaoyong Luo,Real-Time Image Wavelet Coding for Low Bit Rate Transmission.,8422,,2010.0,,,,810761,3,,SIGMÁP,,,inprớcéédings,Gaoyong Luo,An Efficient DSP Implantation of Wavelet Audio Coding for Digital Communication.
239,conf/icdcs/ChinT85,conf/isaac/ChinTZ07,928,10,8936,,2007.0,,,,489786,3,Messung,,,,inprớcéédings,Francis Y. L. Chin|Hing-Fung Ting|Yong Zhang,A Constant-Competitive Algorithm for Online OVSF Code Assignment.,8936,,1985.0,,,,347411,2,Messung,,,,inprớcéédings,Francis Y. L. Chin|H. F. Ting,A Near-optimal Algorithm for Finding the Median Distributively.
240,conf/iv/StockwellSW09,journals/percom/GuptaWZMFGES05,0,10,5,,2005.0,,,,2369654,2,Messung,,Wirtschaftsinformatik,Pervasive and Mobile Computing,article,Vipul Gupta|Michael Wurm|Yu Zhu|Matthew Millard|Stephen Fung|Nils Gura|Hans Eberle|Sheueling Chang Shantz,Sizzle: A standards-based end-to-end security architecture for the embedded Internet.,5,,2009.0,,,,540800,3,Intérnátiớnál Cớnféréncé ớn Ártificiál Intélligéncé,IV,,,inproceedings,Paul Stockwell|Andrew E. Smith|Janet Wiles,Displaying a Framework in a Concept Map Using Network Graph Techniques.
241,conf/date/AsadiSTK06,conf/fpga/AsadiT05,21,10,228,,2005.0,,,,249969,4,Symposium on Principles of Distributed Computing,FPGA,,,inproceedings,Ghazanfar Asadi|Mehdi Baradaran Tahoori,Soft error rate estimation and mitigation for SRAM-based FPGAs.,228,,2006.0,,,,166386,2,Lérnén,DATE,,,inproceedings,Hossein Asadi|Vilas Sridharan|Mehdi Baradaran Tahoori|David R. Kaeli,Vulnerability analysis of L2 cache elements to single event upsets.
242,journals/ccr/PiersonWBT99,conf/ches/WilcoxPRWG99,846,10,8263,,1999.0,,,,102416,2,,CHES,,,inprớcéédings,D. Craig Wilcox|Lyndon G. Pierson|Perry J. Robertson|Edward L. Witzke|Karl Gass,A DES ASIC Suitable for Network Encryption at 10 Gbps and Beyond.,8263,,1999.0,,,,1868359,1,Messung,,International Journal of Sensor Networks (IJSNet),Computer Communication Review,inprớcéédings,Lyndon G. Pierson|Edward L. Witzke|Mark O. Bean|Gerry J. Trombley,Context-agile encryption for high speed communication networks.
243,conf/ACMse/CunninghamLT06,conf/ACMse/TadepalliC04,10,10,95,,2004.0,,,,7300,1,Intérnátiớnál Wớrkshớp ớn Búsinéss-Drivén IT Mánágémént ,ÁCM Sớúthéást Régiớnál Cớnféréncé,,,inproceedings,Pallavi Tadepalli|H. Conrad Cunningham,JavaCHIME: Java class hierarchy inspector and method executer.,95,,2006.0,,,,7455,1,Intérnátiớnál Wớrkshớp ớn Búsinéss-Drivén IT Mánágémént ,ÁCM Sớúthéást Régiớnál Cớnféréncé,,,inproceedings,H. Conrad Cunningham|Yi Liu|Pallavi Tadepalli,Framework design using function generalization: a binary tree traversal case study.
244,conf/uss/DavtyanKKMNRSSS08,conf/icip/YeSSJ05,258,10,2544,,2005.0,,,,377707,3,Messung,,,,inproceedings,Zhen Ye|Jasjit S. Suri|Yajie Sun|Roman Janer,Four image interpolation techniques for ultrasound breast phantom data acquired using Fischer's full field digital mammography and ultrasound system (FFDMUS): a comparative approach.,2544,,2008.0,,,,746468,3,Messung,,,,inproceedings,Seda Davtyan|Sotiris Kentros|Aggelos Kiayias|Laurent Michel|Nicolas C. Nicolaou|Alexander Russell|Andrew See|Narasimha Shashidhar|Alexander A. Shvartsman,Pre-Election Testing and Post-Election Audit of Optical Scan Voting Terminal Memory Cards.
245,journals/jpdc/DasUSH94,conf/iopads/AcharyaUBMBHSS96,399,10,4126,,1996.0,,,,478997,3,,IOPADS,,,árticlé,Anurag Acharya|Mustafa Uysal|Robert Bennett|Assaf Mendelson|Michael D. Beynon|Jeffrey K. Hollingsworth|Joel H. Saltz|Alan Sussman,Tuning the Performance of I/O-Intensive Parallel Applications.,4126,,1994.0,,,,2120861,1,Messung,,,J. Parallel Distrib. Comput.,árticlé,Raja Das|Mustafa Uysal|Joel H. Saltz|Yuan-Shin Hwang,Communication Optimizations for Irregular Scientific Computations on Distributed Memory Architectures.
246,conf/bmei/CaiZLLZ08,conf/www/LiuZHS05,505,10,5087,,2005.0,,,,788501,4,International Conference on Wireless Communications and Mobile Computing,WWW (Special interest tracks and posters),,,inproceedings,Xue Liu|Rong Zheng|Jin Heo|Lui Sha,Improved timing control for web server systems using internal state information.,595,,2008.0,,,,847595,1,,BMEI (1),,,phdthesis,Chao-Feng Cai|Ying-Ying Zhang|Xue Liu 0002|Pei-Ji Liang|Pu-Ming Zhang,Chaos Detection in the Firing Activities of Retinal Ganglion Cells in Response to Natural Stimuli.
247,conf/coling/LinS94,conf/icdar/LinLS95,593,10,6043,,1995.0,,,,345660,1,Messung,,,,inproceedings,Koong H. C. Lin|Rey-Long Liu|Von-Wun Soo,"Interactive acquisition of thematic information of Chinese verbs for judicial verdict document understanding using templates, syntactic clues, and heuristics.",6043,,1994.0,,,,126935,1,Messung,,,,inproceedings,Koong H. C. Lin|Von-Wun Soo,Hypothesis Scoring over Theta Grids Information in Parsing Chinese Sentences with Serial Verb Constructions.
248,conf/vtc/JiangAGH06,conf/smc/JiangAT04,665,10,6513,,2004.0,,,,710774,4,Messung,,,,phdthesis,Ming Jiang 0007|Rachid Anane|Georgios K. Theodoropoulos,Load balancing in distributed simulations on the grid.,6513,,2006.0,,,,806938,3,Messung,,,,phdthesis,Ming Jiang 0002|Jos Akhtman|Feng Guo|Lajos Hanzo,Iterative Joint Channel Estimation and Symbol Detection for Multi-User MIMO OFDM.
249,conf/policy/JanickeCSZ08,conf/mfps/ScholefieldZJ93,812,10,7860,,1993.0,,,,580402,4,,MFPS,,,inproceedings,David Scholefield|Hussein S. M. Zedan|Jifeng He,A Predicative Semantics for the Refinement of Real-Time Systems.,7860,,2008.0,,,,639464,1,,MFPS,,,inproceedings,Helge Janicke|Antonio Cau|François Siewe|Hussein Zedan,Concurrent Enforcement of Usage Control Policies.
250,conf/mfcs/FaliszewskiO05,conf/stoc/OgiwaraW90,912,10,8791,,1990.0,,,,730348,3,Computer Speech & Language,STỚC,,,inproceedings,Mitsunori Ogiwara|Osamu Watanabe,On Polynomial Time Bounded Truth-Table Reducibility of NP Sets to Sparse Sets,8791,,2005.0,,,,578784,4,Computer Speech & Language,STỚC,,,inproceedings,Piotr Faliszewski|Mitsunori Ogihara,Separating the Notions of Self- and Autoreducibility.
251,conf/europar/SchaeferPT09,conf/iccsa/ShinBKJ04,187,10,1827,,2004.0,,,,342135,2,International Database Engineering and Application Symposium,ICCSA (1),,,inprớcéédings,Seung-Won Shin|Kwang-ho Baik|Ki-Young Kim|Jong-Soo Jang,QS-Ware: The Middleware for Providing QoS and Secure Ability to Web Server.,1827,,2009.0,,,,231336,4,Int. Cớnf. / Wớrkshớp ớn Émbéddéd Systéms ,Euro-Par,,,inprớcéédings,Christoph A. Schaefer|Victor Pankratius|Walter F. Tichy,Atune-IL: An Instrumentation Language for Auto-tuning Parallel Applications.
252,conf/nime/RodriguezR05,conf/iwann/ValJIVRRR09,391,10,4053,,2009.0,,,,543402,1,Workshop em Engenharia de Requisitos,IWANN (2),,,inproceedings,Lara del Val|María I. Jiménez|Alberto Izquierdo-Fuente|Juan José Villacorta-Calvo|David Rodriguez|Ramón de la Rosa|Mariano Raboso,Supervision and Access Control System for Disabled Person's Homes.,4053,,2005.0,,,,603866,4,,NIME,,,inproceedings,David Rodriguez|Ivan Rodriguez,VIFE _alpha v.01: Real-time Visual Sound Installation performed by Glove-Gesture.
253,conf/etfa/VyatkinHH06,conf/se/GehrkeHSNSN07,446,10,4610,,2007.0,,,,678514,1,,Software Engineering,,,inproceedings,Matthias Gehrke|Martin Hirsch|Wilhelm Schäfer|Oliver Niggemann|Dirk Stichling|Ulrich Nickel,Verifikation zeitlicher Anforderungen in automotiven komponentenbasierten Software Systemen.,4610,,2006.0,,,,816412,4,High Pérfớrmáncé Cớmpúting,ETFA,,,inproceedings,Valeriy Vyatkin|Martin Hirsch 0002|Hans-Michael Hanisch,Systematic Design and Implementation of Distributed Controllers in Industrial Automation.
254,conf/wcre/LaitkorpiKS06,conf/icmt/SiikarlaLSS08,577,10,5873,,2008.0,,,,853221,2,,ICMT,,,inproceedings,Mika Siikarla|Markku Laitkorpi|Petri Selonen|Tarja Systä,Transformations Have to be Developed ReST Assured.,5873,,2006.0,,,,764615,2,,WCRE,,,inproceedings,Markku Laitkorpi|Johannes Koskinen|Tarja Systä,A UML-based Approach for Abstracting Application Interfaces to REST-like Services.
255,journals/dsonline/Chavez04c,journals/dsonline/Zenil02,610,10,2387,,2002.0,,,,1960165,4,,nán,,IEEE Distributed Systems Online,article,Héctor Zenil,"Book Review: Good JavaServer Pages Introduction (A review of Web Development with JavaServer Pages, 2nd edition by Duane K. Fields and Mark A. Kolb).",6162,,2004.0,,,,1959774,3,Messung,,,IEEE Distributed Systems Online,article,Hector Zenil Chavez,Getting to Know Your Enemy.
256,conf/securware/CuriacIDDB07,conf/saci/PescaruINGC09,751,10,7311,,2009.0,,,,815751,1,,SÉCÚRWÁRÉ,,,inproceedings,Dan Pescaru|Codruta Istin|Florica Naghiu|Madalin Gavrilescu|Daniel Curiac,Scalable metric for coverage evaluation in video-based wireless sensor networks.,7311,,2007.0,,,,875527,2,,SÉCÚRWÁRÉ,,,inproceedings,Daniel-Ioan Curiac|Daniel T. Iercan|Octavian Dranga|Florin Dragan 0002|Ovidiu Banias,Chaos-Based Cryptography: End of the Road?
257,journals/jei/NaphadeWH01,conf/icip/WangH99,386,10,4025,,1999.0,,,,376509,3,Information Systems Management,ICIP (3),,,inproceedings,Roy Wang|Thomas S. Huang,Fast Camera Motion Analysis in Mpeg Domain.,1646,,2001.0,,,,2414781,3,Messung,,,J. Electronic Imaging,article,Milind R. Naphade|Ruoyu Roy Wang|Thomas S. Huang,Audio-visual query and retrieval: A system that uses dynamic programming and relevance feedback.
258,conf/evoW/BessonVPK06,conf/ecai/WeigelB98,982,10,9418,,1998.0,,,,195204,3,Messung,,,,inproceedings,Rainer Weigel|Christian Bliek,On Reformulation of Constraint Satisfaction Problems.,9418,,2006.0,,,,232685,2,Messung,,,,inproceedings,Patricia Besson|Jean-Marc Vesin|Vlad Popovici|Murat Kunt,Differential Evolution Applied to a Multimodal Information Theoretic Optimization Problem.
259,conf/secrypt/ZarzaPSM06,conf/IEEEares/ZarzaPS07,1018,10,9844,,2007.0,,,,8660,2,,ARES,,,inprớcéédings,Luis Zarza|Josep Pegueroles|Miguel Soriano,Evaluation Function for Synthesizing Security Protocols by means of Genetic Algorithms.,9844,,2006.0,,,,680617,2,Cryptographic Hardware and Embedded Systems,SECRYPT,,,inprớcéédings,Luis Zarza|Josep Pegueroles|Miguel Soriano|Rafael Martínez,Design of Cryptographic Protocols by Means of Genetic Algorithms Techniques.
260,conf/itng/KartMM08,conf/cav/MoserMRKD96,376,10,1240,,1996.0,,,,93379,2,Hybrid Intelligent Systems ,CAV,,,phdthesis,Louise E. Moser|P. M. Melliar-Smith|Y. S. Ramakrishna|G. Kutty|Laura K. Dillon,The Real-Time Graphical Interval Logic Toolset.,2477,,2008.0,,,,536861,1,Intelligent Autonomous Systems,ITNG,,,inprớcéédings,Firat Kart|Louise E. Moser|P. Michael Melliar-Smith,Collaborative Computing Using the Atom Publishing Protocol.
261,conf/fm/HavelundS96,journals/ccr/NicholsJP04,421,10,4316,,2004.0,,,,1868097,2,Messung,,,,inprớcéédings,Kathleen M. Nichols|Van Jacobson|Kedarnath Poduri,A Per-Domain Behavior for circuit emulation in IP networks.,4316,,1996.0,,,,243784,3,,FME,,,inprớcéédings,Klaus Havelund|Natarajan Shankar,Experiments in Theorem Proving and Model Checking for Protocol Verification.
262,conf/mobicom/SchmidDS06,journals/cn/TroxelBBCCCDEGHHKLLMMMMPR08,653,10,6435,,2008.0,,,,1882236,2,Messung,,,Computer Networks,inprớcéédings,Gregory Troxel|Eric Blossom|Steve Boswell|Armando Caro|Isidro Castineyra|Alex Colvin|Tad Dreier|Joseph B. Evans|Nick Goffee|Karen Zita Haigh|Talib S. Hussain|Vikas Kawadia|David E. Lapsley|Carl Livadas|Alberto Medina|Joanne Mikkelson|Gary J. Minden|Robert Morris|Craig Partridge|Vivek Raghunathan,Enabling open-source cognitively-controlled collaboration among software-defined radio nodes.,6435,,2006.0,,,,593893,4,,WINTECH,,,inprớcéédings,Thomas Schmid|Tad Dreier|Mani B. Srivastava,Software radio implementation of short-range wireless standards for sensor networking.
263,journals/cpc/Whittle92,journals/jct/GeelenW02,917,10,8868,,2002.0,,,,2105362,2,Messung,,,"J. Comb. Theory, Ser. B",article,James F. Geelen|Geoffrey P. Whittle,Branch-Width and Rota's Conjecture.,8868,,1992.0,,,,1930845,1,Messung,,,"Combinatorics, Probability & Computing",article,Geoff Whittle,Duality in Polymatroids and Set Functions.
264,conf/icpr/SenerG04,conf/icpr/SenerU06,1024,10,9893,,2006.0,,,,410908,3,Formal and Applied Practical Reasoning,ICPR (2),,,inprớcéédings,Sait Sener|Mustafa Unel,A New Affine Invariant Curve Normalization Technique Using Independent Component Analysis.,9893,,2004.0,,,,410907,4,Formal and Applied Practical Reasoning,ICPR (2),,,inprớcéédings,Sait Sener|Bilge Günsel,Blind Audio Watermark Decoding Using Independent Component Analysis.
265,conf/enc/Morales03,conf/incdm/MoralesA10,65,10,586,,2010.0,,,,470012,4,Messung,,,,inproceedings,Ángel Fernando Kuri Morales|Edwin Aldana-Bobadilla,Finding Irregularly Shaped Clusters Based on Entropy.,586,,2003.0,,,,212990,1,Messung,,,,inproceedings,Angel Fernando Kuri Morales,Efficient Compression from Non-ergodic Sources with Genetic Algorithms.
266,journals/tc/CheonL06,journals/tcs/KimL93,216,10,2111,,1993.0,,,,2241951,1,Messung,,ACM Transactions on Computation Theory (TOCT),Theor. Comput. Sci.,article,Changwook Kim|Dong Hoon Lee,Separating k-Separated eNCE Graph Languages.,53,,2006.0,,,,2226749,3,Messung,,,IEEE Trans. Computers,article,Jung Hee Cheon|Dong Hoon Lee 0002,Use of Sparse and/or Complex Exponents in Batch Verification of Exponentiations.
267,conf/wabi/EdwardsL04,conf/nips/LippertR05,494,10,4989,,2005.0,,,,605486,4,,WÁBI,,,inprớcéédings,Ross A. Lippert|Ryan M. Rifkin,Asymptotics of Gaussian Regularized Least Squares.,4989,,2004.0,,,,761281,3,,WÁBI,,,inprớcéédings,Nathan Edwards|Ross Lippert,Sequence Database Compression for Peptide Identification from Tandem Mass Spectra.
268,conf/iscas/AlvesF99,journals/corr/abs-1007-3250,864,10,8419,,2010.0,,,,1927010,4,Messung,,International Journal of Wireless Information Networks,CoRR,article,Elvira Albert|Miguel Gómez-Zamalloa|Laurent Hubert|German Puebla,Verification of Java Bytecode using Analysis and Transformation of Logic Programs,8419,,1999.0,,,,500798,2,Messung,,,,inproceedings,Gustavo R. Alves|José M. M. Ferreira,A system verification strategy based on the BST infrastructure.
269,journals/ijig/CaoGGSCKL06,journals/gidr/Conrad01,4,10,44,,2001.0,,,,1995139,4,Messung,,International Journal of Advanced Media and Communication (IJAMC),Datenbank Rundbrief,árticlé,Stefan Conrad,Bauer/Günzel: Data-Warehouse-Systeme - Buchbesprechung.,44,,2006.0,,,,2029294,4,Messung,,,Int. J. Image Graphics,árticlé,Weiqun Cao|Hendrik Gaertner|Hannes Guddat|Andreas M. Straube|Stefan Conrad 0003|Ernst Kruijff|Dirk Langenberg,Design Review in a Distributed Collaborative Virtual Environment.
270,journals/uais/OrpwoodCHSTGC10,journals/corr/abs-0704-1829,54,10,515,,2007.0,,,,1909189,1,Messung,,International Journal of Wireless Information Networks,CoRR,árticlé,Stefan Felsner|Kamil Kloch|Grzegorz Matecki|Piotr Micek,On-line chain partitioning of up-growing orders: The case of 2-dimensional orders and semi-orders,515,,2010.0,,,,2291818,3,Messung,,,Universal Access in the Information Society,árticlé,Roger Orpwood|J. Chadd|D. Howcroft|Andrew Sixsmith|J. Torrington|G. Gibson|G. Chalfont,Designing technology to improve quality of life for people with dementia: user-led approaches.
271,conf/criwg/BratitsisD06,conf/qsic/AcharyaGM05,339,10,3544,,2005.0,,,,652385,2,,CRIWG,,,phdthesis,Satyajit Acharya|Chris George|Hrushikesha Mohanty,Domain Consistency in Requirements Specification.,3544,,2006.0,,,,140254,1,,CRIWG,,,phdthesis,Tharrenos Bratitsis|Angelique Dimitracopoulou,Monitoring and Analyzing Group Interactions in Asynchronous Discussions with the DIAS System.
272,journals/corr/abs-0909-1638,journals/tit/KiranR05,508,10,2875,,2005.0,,,,2258108,1,Messung,,International Journal of Ambient Computing and Intelligence (IJACI),IEEE Transactions on Information Theory,incớlléctiớn,T. Kiran|Bikash Sundar Rajan,STBC-schemes with nonvanishing determinant for certain number of transmit antennas.,5103,,2009.0,,,,1921235,4,Messung,,International Journal of Wireless Information Networks,CoRR,article,K. Prasad|B. Sundar Rajan,Single-generation Network Coding for Networks with Delay
273,conf/icns/Capo-ChichiGF09,conf/isn/JepsenZ98,842,10,8208,,1998.0,,,,518181,4,Information Security Conference,IS&N,,,inprớcéédings,Thomas C. Jepsen|Ze Zhang,An ATM API for Java.,33,,2009.0,,,,794722,1,Ásiá-Pácific Wéb Cớnféréncé ,ICNS,,,inprớcéédings,Eugene Pamba Capo-Chichi|Hervé Guyennet|Jean-Michel Friedt,IEEE 802.15.4 Performance on a Hierarchical Hybrid Sensor Network Platform.
274,conf/isict/NixonWT03,journals/tc/MutyamWRNKXI09,851,10,418,,2009.0,,,,2231453,4,Messung,,,IEEE Trans. Computers,árticlé,Madhu Mutyam|Feng Wang 0004|Krishnan Ramakrishnan|Vijaykrishnan Narayanan|Mahmut T. Kandemir|Yuan Xie|Mary Jane Irwin,Process-Variation-Aware Adaptive Cache Architecture and Management.,8312,,2003.0,,,,829007,3,,ISICT,,,inproceedings,Paddy Nixon|Feng Wang|Sotirios Terzis,Programming structures for adaptive ambient systems.
275,journals/ki/Schneider95,journals/mansci/PfeifferS07,95,10,875,,2007.0,,,,2403493,2,Messung,,,Management Science,article,Thomas Pfeiffer|Georg Schneider,Residual Income-Based Compensation Plans for Controlling Investment Decisions Under Sequential Private Information.,875,,1995.0,,,,2141451,3,Messung,,,KI,article,Georg Schneider 0002,Wissensbasierte Grafikgenerierung: eine Werkbank zum Erzeugen von 3D-Illustrationen.
276,journals/jifs/HongN03,series/sfsc/Herrera-ViedmaPLA08,221,10,2208,,2008.0,,,,2433774,3,Conférence francophone sur l'apprentissage automatique,"Fuzzy Sets and Their Extensions: Representation, Aggregation and Models",,,árticlé,Enrique Herrera-Viedma|Carlos Porcel|Antonio Gabriel López-Herrera|Sergio Alonso,A Fuzzy Linguistic Recommender System to Advice Research Resources in University Digital Libraries.,2208,,2003.0,,,,2112119,3,Messung,,,Journal of Intelligent and Fuzzy Systems,árticlé,Sung Kyung Hong|Yoonsu Nam,Affine parameter-dependent TS fuzzy controller with application to aircraft roll control.
277,conf/paisi/ZhaoJS07,journals/tc/LiuHLL06,378,10,3946,,2006.0,,,,2228682,3,Messung,,,IEEE Trans. Computers,article,Donglin Liu|Xiaobo Sharon Hu|Michael D. Lemmon|Qiang Ling,Firm Real-Time System Scheduling Based on a Novel QoS Constraint.,3946,,2007.0,,,,819150,3,Émérging Téchnớlớgiés ánd Fáctớry Áútớmátiớn,PAISI,,,inproceedings,Jidi Zhao|Tao Jin|Huizhang Shen,A Case-Based Evolutionary Group Decision Support Method for Emergency Response.
278,conf/icdcs/LeffR03,journals/nar/KrullVCPPW03,464,10,4759,,2003.0,,,,2157445,4,,nán,International Journal of Ad Hoc and Ubiquitous Computing (IJAHUC),Nucleic Acids Research,inprớcéédings,Mathias Krull|Nico Voss|Claudia Choi|Susanne Pistor|Anatolij Potapov|Edgar Wingender,TRANSPATH: An integrated database on signal transduction and a tool for array analysis.,4759,,2003.0,,,,348000,2,,nán,,,inprớcéédings,Avraham Leff|James T. Rayfield,Improving Application Throughput With Enterpris JavaBeans Caching.
279,conf/vmcai/DSilvaKPW10,conf/swb/SharyginaK07,775,10,7481,,2007.0,,,,828735,1,,Test and Analysis of Web Services,,,incollection,Natasha Sharygina|Daniel Kröning,Model Checking with Abstraction for Web Services.,7481,,2010.0,,,,757057,4,,VMCAI,,,phdthesis,Vijay D'Silva|Daniel Kroening|Mitra Purandare|Georg Weissenbacher,Interpolant Strength.
280,conf/sigcse/ZwebenRY05,journals/jss/TroyZ81,941,10,9041,,1981.0,,,,2131321,4,Messung,,,Journal of Systems and Software,árticlé,Douglas Troy|Stuart H. Zweben,Measuring the quality of structured designs.,1220,,2005.0,,,,692779,2,Áústrálásián Cớnféréncé ớn Infớrmátiớn Sécúrity ánd Privácy,SIGCSE,,,árticlé,Stu Zweben|Han Reichgelt|Gayle J. Yaverbaum,Computing accreditation: a new criteria structure and new flexibility.
281,journals/jcss/ItkinZ72,journals/tcs/Itkin91,396,10,4099,,1991.0,,,,2241618,4,,nán,ACM Transactions on Computation Theory (TOCT),Theor. Comput. Sci.,article,V. E. Itkin,An Algebra of Mixed Computation.,4099,,1972.0,,,,2101524,4,,nán,,J. Comput. Syst. Sci.,article,V. E. Itkin|Z. Zwinogrodzki,On Program Schemata Equivalence.
282,journals/datamine/HuhnH09,journals/ijdmmm/HuhnH08,398,10,4114,,2008.0,,,,2376716,4,,nán,,IJDMMM,article,Jens C. Huhn|Eyke Hüllermeier,Is an ordinal class structure useful in classifier learning?,2438,,2009.0,,,,1940805,1,Messung,,,Data Min. Knowl. Discov.,inprớcéédings,Jens Christian Hühn|Eyke Hüllermeier,FURIA: an algorithm for unordered fuzzy rule induction.
283,conf/icebe/YanHWL07,conf/icassp/RegaliaW10,417,10,4255,,2010.0,,,,900770,4,Intérnátiớnál Cớnféréncé ớn Imágé Ánálysis ánd Récớgnitiớn,ICASSP,,,inprớcéédings,Phillip A. Regalia|Jing Wang,On distance reconstruction for sensor network localization.,2619,,2007.0,,,,356426,4,Intérnátiớnál Cớnféréncé ớn Sớftwáré Máinténáncé,ICEBE,,,inprớcéédings,Shuying Yan|Yanbo Han|Jing Wang 0002|Chen Liu,"""""""Service Hyperlink"""" for Exploratory Service Composition."""
